"pathway","pval","padj","NES","size"
"BIOCARTA_PCAF_PATHWAY",0.21731123388582,0.395617887330594,-1.19466258255684,13
"BIOCARTA_LYMPHOCYTE_PATHWAY",0.439918533604888,0.624981928160922,1.01750802908432,8
"BIOCARTA_AMAN_PATHWAY",0.0674157303370786,0.181602265460857,-1.45576138601359,15
"BIOCARTA_NEUTROPHIL_PATHWAY",0.259259259259259,0.444179876036246,1.17780107216084,7
"BIOCARTA_EFP_PATHWAY",0.00427350427350427,0.0243779813363745,1.78112008697019,15
"BIOCARTA_CREM_PATHWAY",0.483805668016194,0.664842627660964,0.967344257707122,5
"BIOCARTA_ERAD_PATHWAY",0.134328358208955,0.289009497964722,1.30411285156049,19
"BIOCARTA_BTG2_PATHWAY",0.0360169491525424,0.115610917516557,1.51104809258349,11
"BIOCARTA_TERT_PATHWAY",0.370672097759674,0.557691319636402,1.06533350183438,8
"BIOCARTA_GHRELIN_PATHWAY",0.313432835820896,0.500796471873065,-1.11612075858063,12
"BIOCARTA_VOBESITY_PATHWAY",0.282945736434109,0.468486499748202,-1.18731774850781,7
"BIOCARTA_ERBB3_PATHWAY",0.470472440944882,0.654832924642243,-1.00203961087875,5
"BIOCARTA_CTBP1_PATHWAY",0.15071283095723,0.311236607974003,1.32764663708423,8
"BIOCARTA_PRION_PATHWAY",0.529850746268657,0.703479485918582,-0.930764561786631,12
"BIOCARTA_PLK3_PATHWAY",0.136456211812627,0.291067541935089,1.35346467091786,8
"BIOCARTA_FXR_PATHWAY",0.612403100775194,0.766660808779021,-0.879462364767343,7
"BIOCARTA_MHC_PATHWAY",0.377358490566038,0.56490111388952,-1.05734133945602,11
"BIOCARTA_ACETAMINOPHEN_PATHWAY",0.966535433070866,0.984360881631599,-0.553537124752001,5
"BIOCARTA_PRC2_PATHWAY",0.4880174291939,0.667860474463611,0.982271027525713,13
"BIOCARTA_SM_PATHWAY",0.00434782608695652,0.0243779813363745,1.88303815401771,14
"BIOCARTA_RANBP2_PATHWAY",0.436440677966102,0.620812247774005,1.01835609996173,11
"BIOCARTA_IRES_PATHWAY",0.753086419753086,0.858001645955584,0.751741574288133,7
"BIOCARTA_PLC_PATHWAY",0.306818181818182,0.494989298130575,-1.12302533771728,9
"BIOCARTA_BBCELL_PATHWAY",0.0227272727272727,0.0846101464078992,-1.6392178033008,9
"BIOCARTA_CDC25_PATHWAY",0.0126582278481013,0.0547055586130985,1.70178903188136,9
"BIOCARTA_DSP_PATHWAY",0.772151898734177,0.870861180796262,0.774972939844766,9
"BIOCARTA_NPC_PATHWAY",0.00420168067226891,0.0243779813363745,2.07815052619774,10
"BIOCARTA_FLUMAZENIL_PATHWAY",0.164383561643836,0.330763684765127,-1.31520332952237,8
"BIOCARTA_MELANOCYTE_PATHWAY",0.0155038759689922,0.0639454469426485,-1.60589495325445,7
"BIOCARTA_S1P_PATHWAY",0.765784114052953,0.865972024310166,0.768796255734781,8
"BIOCARTA_HBX_PATHWAY",0.496124031007752,0.675953219259102,-0.980345069732998,7
"BIOCARTA_MALATEX_PATHWAY",0.483365949119374,0.664842627660964,-0.991086459286792,8
"BIOCARTA_TSP1_PATHWAY",0.135658914728682,0.290603936006064,-1.35898224120024,7
"BIOCARTA_NPP1_PATHWAY",0.121848739495798,0.268553541150385,1.35545740629137,10
"BIOCARTA_CPSF_PATHWAY",0.00632911392405063,0.0320727929788332,1.87417389874207,9
"BIOCARTA_HES_PATHWAY",0.916044776119403,0.960470836261419,-0.636185330931103,12
"BIOCARTA_ERBB4_PATHWAY",0.391472868217054,0.579053617571059,-1.0767320783048,7
"BIOCARTA_RHODOPSIN_PATHWAY",0.754752851711027,0.858103686675278,-0.787303207855215,10
"BIOCARTA_RNAPOL3_PATHWAY",0.0390946502057613,0.122699218214237,1.62867580164987,7
"BIOCARTA_TERC_PATHWAY",0.384937238493724,0.572555134773892,1.0564397536665,6
"BIOCARTA_EOSINOPHILS_PATHWAY",0.832993890020367,0.909885633714554,0.72748337567647,8
"BIOCARTA_REELIN_PATHWAY",0.483539094650206,0.664842627660964,0.974676243235131,7
"BIOCARTA_BARD1_PATHWAY",0.00823045267489712,0.0388957367298625,1.86629614295974,7
"BIOCARTA_LDL_PATHWAY",0.52092050209205,0.696272943629984,0.936115121882398,6
"BIOCARTA_SAM68_PATHWAY",0.694560669456067,0.818971892573346,0.811656687035668,6
"BIOCARTA_FBW7_PATHWAY",0.0337552742616034,0.110301687733366,1.57159913169681,9
"BIOCARTA_CB1R_PATHWAY",0.205426356589147,0.379542376300395,-1.27859632574038,7
"BIOCARTA_SUMO_PATHWAY",0.0606694560669456,0.169080671020217,1.54081091953919,6
"BIOCARTA_IFNA_PATHWAY",0.736434108527132,0.846586935862724,-0.77285196453413,7
"BIOCARTA_PKC_PATHWAY",0.401162790697674,0.587557682642665,-1.06881120319107,7
"BIOCARTA_PPARG_PATHWAY",0.154598825831703,0.317921342111175,-1.32653921702455,8
"BIOCARTA_ION_PATHWAY",0.167322834645669,0.334782608695652,-1.29952011655744,5
"BIOCARTA_PELP1_PATHWAY",0.0400763358778626,0.124487118320611,-1.49699339134415,6
"BIOCARTA_STAT3_PATHWAY",0.0587084148727984,0.165003292319213,-1.50490513482832,8
"BIOCARTA_EEA1_PATHWAY",0.817829457364341,0.901769933912339,-0.716392425123989,7
"BIOCARTA_MITR_PATHWAY",0.31496062992126,0.501984285636129,-1.12529310383132,5
"BIOCARTA_CIRCADIAN_PATHWAY",0.248031496062992,0.429268671654,-1.20341861500697,5
"BIOCARTA_RECK_PATHWAY",0.080168776371308,0.202596009440034,1.42060043051709,9
"BIOCARTA_MSP_PATHWAY",0.325910931174089,0.512317552325321,1.13358983887254,5
"BIOCARTA_SLRP_PATHWAY",0.230125523012552,0.411542941006187,1.23681495694357,6
"BIOCARTA_ALTERNATIVE_PATHWAY",0.0489236790606654,0.143734395033403,-1.52388902416292,8
"BIOCARTA_FOSB_PATHWAY",0.667322834645669,0.802138626442317,-0.859108380154837,5
"BIOCARTA_NOTCH_PATHWAY",0.717573221757322,0.834723171565277,0.792508321958287,6
"BIOCARTA_TUBBY_PATHWAY",0.37007874015748,0.557631507417634,-1.0777338274601,5
"BIOCARTA_MRP_PATHWAY",0.360687022900763,0.549320072671132,-1.10503713364238,6
"BIOCARTA_DICER_PATHWAY",0.87246963562753,0.935731629960931,0.64691156494028,5
"BIOCARTA_PLCD_PATHWAY",0.161417322834646,0.32700166894899,-1.31523118912176,5
"BIOCARTA_RAN_PATHWAY",0.00809716599190283,0.0383265856950067,1.80466579290403,5
"BIOCARTA_WNT_LRP6_PATHWAY",0.186192468619247,0.357243741393312,1.29326303551596,6
"BIOCARTA_PEPI_PATHWAY",0.315899581589958,0.50240669456067,1.13060051918598,6
"BIOCARTA_IFNG_PATHWAY",0.393129770992366,0.581216151263875,-1.08343431416283,6
"BIOCARTA_BOTULIN_PATHWAY",0.893129770992366,0.947310391210413,-0.660721300247104,4
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.0777537796976242,0.198511790289654,1.32882350249423,43
"KEGG_OTHER_GLYCAN_DEGRADATION",0.131086142322097,0.284496998838788,-1.34282860165163,15
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.489642184557439,0.669162692186197,-0.972912005831059,28
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.423220973782772,0.608214430756735,-1.00366579006336,20
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.942307692307692,0.970904247447092,0.63922952837207,15
"KEGG_GLYCEROLIPID_METABOLISM",0.397769516728625,0.585358710045959,-1.03099984695786,44
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.863216266173752,0.92928191542604,-0.746846401257368,23
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.0094876660341556,0.0435911379304296,-1.51436873867268,73
"KEGG_ETHER_LIPID_METABOLISM",0.0458891013384321,0.136978278469674,-1.4812284822393,32
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.132038834951456,0.28573280538842,-1.24201249223516,52
"KEGG_LINOLEIC_ACID_METABOLISM",0.032015065913371,0.107148065716804,-1.51340081695496,28
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.193423597678917,0.364928636251134,-1.22601768807628,18
"KEGG_SPHINGOLIPID_METABOLISM",0.0783582089552239,0.198943382618103,-1.35087105175082,39
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.136279926335175,0.290899599378305,-1.26729188440536,26
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.466230936819172,0.652417012479949,0.996283913541766,13
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.970534069981584,0.986529648064548,-0.597663286903403,13
"KEGG_RIBOFLAVIN_METABOLISM",0.677238805970149,0.807810447761194,-0.855143618864349,16
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.116236162361624,0.260222399521293,-1.31844207331988,24
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.0130597014925373,0.056083052568794,-1.66785814799565,16
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.00211864406779661,0.0150317572335921,2.08090235190048,40
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.0103305785123967,0.0465344186162643,1.60478957266551,30
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.0171673819742489,0.0691195104614148,1.67140274417053,12
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.768642447418738,0.868545577189343,-0.830908250468975,36
"KEGG_LYSOSOME",0.00188679245283019,0.0150317572335921,-1.68771529702642,117
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.00190114068441065,0.0150317572335921,-1.63638077352373,76
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.12015503875969,0.266559777519226,-1.32191198690343,17
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.227611940298507,0.408386766528369,-1.22686906382224,12
"KEGG_TASTE_TRANSDUCTION",0.00191204588910134,0.0150317572335921,-1.94325784337356,34
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.00187617260787992,0.0150317572335921,-2.0274748953322,22
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.813278008298755,0.899390699450467,0.814217479081331,50
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.860082304526749,0.928178664963645,0.813363142292497,79
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.00573613766730402,0.0304362322489334,-1.80786951813861,33
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.515527950310559,0.692166696879973,0.975744792942494,80
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.628048780487805,0.776468268414027,0.915873587397178,71
"KEGG_DILATED_CARDIOMYOPATHY",0.755218216318786,0.858254847965937,-0.862468045687517,87
"PID_HDAC_CLASSII_PATHWAY",0.597077244258873,0.756686928338274,0.918781696379796,34
"PID_DNA_PK_PATHWAY",0.00854700854700855,0.0400112707805016,1.70019927478871,15
"PID_INTEGRIN_CS_PATHWAY",0.734317343173432,0.845783822844022,-0.830038108072185,24
"PID_ARF6_TRAFFICKING_PATHWAY",0.31390977443609,0.501112926856756,-1.08134231041111,46
"PID_ILK_PATHWAY",0.00213219616204691,0.0150317572335921,1.73671414433994,45
"PID_CIRCADIAN_PATHWAY",0.0213675213675214,0.0808603410126253,1.59978028657794,15
"PID_HDAC_CLASSI_PATHWAY",0.76219512195122,0.863222884032866,0.850535633409922,64
"PID_CONE_PATHWAY",0.360225140712946,0.548896969650487,-1.06092260848963,21
"PID_ERB_GENOMIC_PATHWAY",0.906367041198502,0.954710885501212,-0.683228422424488,15
"PID_VEGF_VEGFR_PATHWAY",0.134453781512605,0.289070783324144,1.32583455411697,10
"PID_MYC_PATHWAY",0.0391304347826087,0.122699218214237,1.46901030880067,24
"PID_RANBP2_PATHWAY",0.0190677966101695,0.0749145843103102,1.65094618509527,11
"PID_AR_TF_PATHWAY",0.370873786407767,0.557713379257671,-1.03421570956083,52
"PID_RXR_VDR_PATHWAY",0.00371057513914657,0.0243779813363745,-1.82377189067642,25
"PID_INTEGRIN2_PATHWAY",0.479830148619958,0.66243217740033,0.990227312079592,28
"PID_CMYB_PATHWAY",0.610062893081761,0.765015789390165,0.938395919990114,81
"PID_ERA_GENOMIC_PATHWAY",0.32484076433121,0.511444117864661,1.05971701279498,60
"PID_RHODOPSIN_PATHWAY",0.163227016885553,0.329325415664899,-1.24634575996188,22
"PID_RETINOIC_ACID_PATHWAY",0.411196911196911,0.597669364782869,-1.02348022338997,30
"PID_INTEGRIN5_PATHWAY",0.135802469135802,0.290603936006064,1.3104564566274,17
"PID_HNF3A_PATHWAY",0.48785046728972,0.667860474463611,-0.980210076865365,42
"REACTOME_INTERLEUKIN_6_SIGNALING",0.75635593220339,0.859174582189714,0.785740414945255,11
"REACTOME_APOPTOSIS",0.0106157112526539,0.0475316080411622,1.37438264902768,171
"REACTOME_HEMOSTASIS",0.0388888888888889,0.122699218214237,-1.18505291584283,564
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",0.791411042944785,0.883228940891224,0.843892113212738,53
"REACTOME_MAPK3_ERK1_ACTIVATION",0.611344537815126,0.766283766725574,0.891802472411403,10
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",0.0654008438818565,0.177780598409933,1.39636721434822,38
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",0.00209643605870021,0.0150317572335921,1.77982680279929,29
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH",0.0721649484536082,0.190270447646914,1.41992444338388,18
"REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE",0.0125786163522013,0.0545195261079421,1.58697013486645,29
"REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1",0.0864978902953586,0.212994805004756,1.41466409130746,9
"REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",0.0123456790123457,0.053587794490269,1.80569715612302,7
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",0.00217391304347826,0.0150317572335921,1.98143839145795,24
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.823913043478261,0.905272179680241,0.765355429611539,14
"REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.0202429149797571,0.0789076764308962,1.67987747494677,5
"REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS",0.71969696969697,0.835072515033605,-0.811551882851393,9
"REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA",0.686046511627907,0.814731460642939,-0.814878178140377,7
"REACTOME_FORMATION_OF_APOPTOSOME",0.756603773584906,0.859174582189714,-0.794152215201621,11
"REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE",0.169847328244275,0.337431534193489,-1.29682597164197,6
"REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE",0.32780847145488,0.514486769409712,-1.0959714435245,13
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.607594936708861,0.764170434949735,0.908066634305998,38
"REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE",0.275929549902153,0.463822952541273,-1.17366325184865,8
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",0.280898876404494,0.466677596698846,-1.13590520119798,20
"REACTOME_OPIOID_SIGNALLING",0.00189753320683112,0.0150317572335921,-1.79514104102358,87
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB",0.0187265917602996,0.0739638365949847,-1.63849246169937,20
"REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB",0.190114068441065,0.36132578208493,-1.26653764036415,10
"REACTOME_CA_DEPENDENT_EVENTS",0.00568181818181818,0.0304362322489334,-1.70082972931554,37
"REACTOME_G_PROTEIN_MEDIATED_EVENTS",0.00584795321637427,0.0305940289319791,-1.7070632708565,53
"REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS",0.163179916317992,0.329325415664899,1.30941303472522,4
"REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING",0.128301886792453,0.280140145535749,-1.37542081159723,11
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",0.580769230769231,0.745122487776127,-0.924530202567219,50
"REACTOME_NEUROTRANSMITTER_CLEARANCE",0.237642585551331,0.419484202299877,-1.20935216468755,10
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",0.00186219739292365,0.0150317572335921,-1.92750304534032,194
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",0.00191204588910134,0.0150317572335921,-1.84703446393008,257
"REACTOME_NEURONAL_SYSTEM",0.00191570881226054,0.0150317572335921,-1.78007754850203,395
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",0.00204081632653061,0.0150317572335921,1.85726960658845,54
"REACTOME_IRS_MEDIATED_SIGNALLING",0.384615384615385,0.572555134773892,-1.04028391093737,45
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION",0.336225596529284,0.522744905552829,1.09483992326435,23
"REACTOME_MAPK1_ERK2_ACTIVATION",0.501893939393939,0.681324569294564,-0.949523893479896,9
"REACTOME_SOS_MEDIATED_SIGNALLING",0.515267175572519,0.692129152052816,-0.964032119651095,6
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",0.00206611570247934,0.0150317572335921,1.98159714845403,30
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",0.00435729847494553,0.0243779813363745,1.75270072057627,13
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION",0.00632911392405063,0.0320727929788332,1.91120542043143,9
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",0.00213219616204691,0.0150317572335921,2.08275223410567,22
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.64755838641189,0.79249010463336,0.879771250386414,28
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",0.0810313075506446,0.203568120569522,-1.37934495644581,26
"REACTOME_DISINHIBITION_OF_SNARE_FORMATION",0.171259842519685,0.339529918192347,-1.28580676348383,5
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",0.267686424474187,0.454320385760971,-1.11094473108668,32
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0.0105263157894737,0.0472733037412809,1.51960656561529,73
"REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS",0.385496183206107,0.572555134773892,-1.09515015369751,4
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.00205761316872428,0.0150317572335921,1.90871126038987,79
"REACTOME_PROLACTIN_RECEPTOR_SIGNALING",0.889925373134328,0.946996724288911,-0.673098500875009,12
"REACTOME_SIGNALING_BY_NODAL",0.0525328330206379,0.151355466731925,-1.46721791418505,19
"REACTOME_FERTILIZATION",0.977485928705441,0.989095025245886,-0.609197508358921,22
"REACTOME_MEIOTIC_SYNAPSIS",0.0390143737166324,0.122699218214237,1.4119237808558,51
"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES",0.208768267223382,0.384288254851929,1.16985306382442,34
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",0.161016949152542,0.326476676418243,1.19173652655145,59
"REACTOME_SIGNALING_BY_ERBB2",0.120229007633588,0.266559777519226,-1.24838497945833,48
"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER",0.313543599257885,0.500796471873065,-1.09362054347561,25
"REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR",0.292452830188679,0.478909576948183,-1.14257647702386,11
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.00202020202020202,0.0150317572335921,1.71450001491767,70
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS",0.337209302325581,0.524001114921774,-1.07516038174394,17
"REACTOME_SIGNALING_BY_ERBB4",0.062992125984252,0.173256710647243,-1.3265340154554,55
"REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES",0.559686888454012,0.72690319077644,-0.919058713398005,8
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.0104384133611691,0.0469492438054393,1.46006714257189,96
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",0.0399239543726236,0.124143098998085,-1.56481872560334,10
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",0.00212765957446809,0.0150317572335921,2.24478680049396,46
"REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN",0.0190114068441065,0.0747915767930415,-1.67404974193867,10
"REACTOME_METHIONINE_SALVAGE_PATHWAY",0.192468619246862,0.363714462987416,1.27755199194479,6
"REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE",0.00193798449612403,0.0150317572335921,-1.83474167813853,7
"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING",0.0844277673545966,0.209105981936385,-1.3854443614097,21
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",0.325095057034221,0.511574385264404,-1.09296905534383,10
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",0.156537753222836,0.320161577579216,-1.29862728071889,13
"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4",0.281070745697897,0.466677596698846,-1.10377516383431,32
"REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING",0.818003913894325,0.901769933912339,-0.723110463790052,8
"REACTOME_INTERLEUKIN_7_SIGNALING",0.992633517495396,0.996979841418414,-0.562001628511306,26
"REACTOME_DEVELOPMENTAL_BIOLOGY",0.0397489539748954,0.123727954857138,1.14093847074209,964
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",0.413306451612903,0.599746880150695,1.013970996014,57
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0.0166666666666667,0.0680821917808219,1.23647485153956,646
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.0250481695568401,0.0896549996241826,-1.18053133003256,710
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",0.0898876404494382,0.218455536935798,-1.41717888926244,15
"REACTOME_CA2_ACTIVATED_K_CHANNELS",0.9957805907173,0.998406669754516,0.476590568487512,9
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",0.227533460803059,0.408386766528369,-1.15317628519549,34
"REACTOME_POTASSIUM_CHANNELS",0.0204460966542751,0.0793883596654275,-1.42795951021376,100
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",0.0242990654205607,0.0881013417693902,-1.47766897057005,42
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS",0.349056603773585,0.536539583738572,-1.0892207711173,11
"REACTOME_SPERM_MOTILITY_AND_TAXES",0.213307240704501,0.390713877015247,-1.2386691535665,8
"REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING",0.860323886639676,0.928178664963645,0.658189114656746,5
"REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING",0.399606299212598,0.587007874015748,-1.04977044446895,5
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING",0.111940298507463,0.255008380557108,-1.39172188506095,12
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX",0.00412371134020619,0.0243779813363745,1.78615947524844,18
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1",0.00641025641025641,0.0320727929788332,1.74515463622842,15
"REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS",0.306083650190114,0.494442819537877,-1.11926849047916,10
"REACTOME_RORA_ACTIVATES_GENE_EXPRESSION",0.659574468085106,0.798824666926177,-0.866752834183897,18
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION",0.164179104477612,0.330630794491605,1.22201690874935,27
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.02321083172147,0.085344883099166,-1.59942657246931,18
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS",0.00749063670411985,0.0364958143633426,-1.72751965516526,15
